CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,std_amount,mean_nb_tx_per_day,available_terminals,nb_terminals
0,54.88135039273247,71.51893663724195,62.262520726806166,31.131260363403083,2.1795327319875875,"[29, 87, 144, 241, 330, 858, 996, 1028, 1067, 1133, 1138, 1224, 1359, 1402, 1480, 1530, 1536, 1644, 1655, 1699, 1702, 1999, 2007, 2352, 2530, 2575, 2636, 2740, 2746, 2800, 2807, 3026, 3028, 3096, 3129, 3246, 3253, 3383, 3457, 3544, 3674, 4121, 4158, 4436, 4647, 4726]",46
1,42.36547993389047,64.58941130666561,46.57078506995579,23.285392534977895,3.567092003128319,"[5, 160, 242, 378, 431, 475, 571, 762, 876, 936, 943, 958, 1050, 1083, 1222, 1230, 1331, 1439, 1460, 1710, 2082, 2123, 2135, 2443, 2459, 2601, 2641, 2650, 2688, 2828, 2859, 3140, 3258, 3695, 3698, 3744, 3775, 3858, 4002, 4076, 4292, 4449, 4461, 4824]",44
2,96.36627605010293,38.34415188257777,80.21387861785314,40.10693930892657,2.115579679011618,"[316, 406, 447, 523, 968, 1200, 1318, 1365, 1607, 1864, 2002, 2143, 2149, 2179, 2196, 2320, 2374, 2382, 2586, 2836, 3102, 3142, 3199, 3396, 3492, 3598, 3675, 3876, 3928, 3949, 3958, 4385, 4395, 4404, 4656]",35
3,56.80445610939323,92.5596638292661,11.74842552879926,5.87421276439963,0.34851719880616283,"[65, 94, 113, 364, 401, 433, 485, 651, 672, 772, 874, 898, 925, 982, 1155, 1622, 1924, 2338, 2343, 2489, 2671, 2862, 2959, 3019, 3326, 3696, 3710, 3797, 3925, 3982, 4077, 4114, 4297, 4378, 4455, 4472, 4849, 4937, 4952, 4957]",40
4,2.021839744032572,83.2619845547938,78.9248913402358,39.4624456701179,3.4800485929872766,"[372, 614, 774, 1362, 1446, 1564, 1637, 1939, 2225, 2420, 2566, 2727, 3083, 3205, 3279, 3411, 3566, 3877, 3962, 3980, 4238, 4318, 4353, 4444, 4591, 4616]",26
5,97.8618342232764,79.91585642167236,48.84053941402853,24.420269707014263,3.122116705145822,"[79, 200, 266, 480, 568, 741, 1392, 1469, 1486, 1497, 1578, 1584, 1705, 1862, 1980, 2096, 2127, 2604, 2667, 2700, 2799, 2868, 3547, 3588, 3619, 3647, 3910, 3956, 3984, 4017, 4112, 4236, 4431]",33
6,11.827442586893323,63.99210213275238,18.618562303859406,9.309281151929703,3.7786756681983356,"[163, 172, 205, 429, 468, 607, 750, 786, 881, 973, 986, 1175, 1197, 1658, 1721, 1762, 2097, 2237, 2418, 2502, 2704, 2878, 3128, 3305, 3626, 3708, 3808, 3909, 3961, 4123, 4141, 4154, 4764, 4778]",34
7,52.184832175007166,41.46619399905236,30.132783149939563,15.066391574969781,3.0969347577368667,"[563, 612, 700, 705, 859, 1036, 1231, 1442, 1496, 1555, 1618, 1646, 1883, 1956, 1991, 2063, 2453, 2494, 2631, 2742, 2748, 2780, 2921, 3640, 3684, 3778, 3794, 3800, 3812, 3933, 4001, 4021, 4067, 4092, 4258, 4322, 4381, 4453, 4514, 4672, 4679, 4759, 4983]",43
8,45.615033221654855,56.84339488686485,6.785031041453738,3.392515520726869,2.4705419883035082,"[8, 46, 115, 117, 190, 431, 648, 891, 937, 958, 978, 1050, 1274, 1345, 1738, 1745, 2091, 2192, 2468, 2488, 2514, 2668, 2699, 2910, 3220, 3245, 3345, 3454, 3605, 3665, 3695, 3744, 3772, 3878, 4045, 4230, 4349, 4356, 4377, 4400, 4449, 4523, 4598, 4606, 4613, 4935, 4938]",47
9,61.20957227224214,61.69339968747569,94.6560674588893,47.32803372944465,2.7272811964139336,"[84, 128, 314, 415, 547, 797, 809, 824, 983, 1075, 1159, 1252, 1437, 1573, 1627, 2076, 2458, 2512, 2564, 2698, 2707, 2745, 2846, 2858, 2884, 2956, 3017, 3073, 3077, 3127, 3171, 3270, 3310, 3464, 3524, 3528, 3650, 3832, 4103, 4368, 4498, 4652, 4785]",43
10,35.9507900573786,43.703195379934144,71.27496361309016,35.63748180654508,0.24090188651707933,"[134, 446, 610, 1035, 1109, 1351, 1713, 2045, 2146, 2240, 2251, 2531, 2701, 2717, 2914, 2963, 3068, 3319, 3325, 3573, 3691, 3743, 4302, 4452, 4812, 4872]",26
11,66.67667154456677,67.06378696181594,24.986343302014884,12.493171651007442,0.5157051906194132,"[44, 282, 439, 573, 670, 779, 919, 1625, 1659, 1694, 1826, 1908, 1984, 2016, 2118, 2646, 2648, 2858, 2881, 2995, 3012, 3029, 3073, 3361, 3641, 4056, 4167, 4207, 4213, 4368, 4623, 4632, 4695, 4906]",34
12,31.542835092418386,36.37107709426226,59.168693189698566,29.584346594849283,1.7544060538492814,"[565, 690, 808, 1117, 1211, 1238, 1249, 1300, 1436, 1488, 1604, 1715, 1905, 2080, 2248, 2448, 2480, 2797, 3122, 3136, 3277, 3498, 3533, 3597, 4118, 4300, 4402, 4465, 4537, 4568, 4813]",31
13,98.83738380592261,10.204481074802807,24.843291829009296,12.421645914504648,0.645238071539985,"[370, 453, 685, 785, 827, 1275, 1419, 1769, 2108, 2537, 2663, 2787, 2811, 2948, 3144, 3761, 4126, 4482, 4900, 4971]",20
14,65.31083254653984,25.329160253978213,49.2995234213491,24.64976171067455,0.977702368006411,"[88, 90, 141, 404, 410, 411, 723, 815, 829, 915, 933, 1001, 1033, 1052, 1056, 1101, 1226, 1434, 1482, 1503, 1540, 1693, 1878, 1884, 1966, 2005, 2078, 2136, 2171, 2346, 2755, 2898, 3133, 3235, 3467, 3587, 3822, 3870, 4204, 4374, 4544, 4590, 4705, 4756, 4866, 4947]",46
15,15.896958364551972,11.037514116430513,67.35131099920098,33.67565549960049,0.5527318053944552,"[2, 55, 106, 210, 224, 416, 470, 490, 954, 1269, 1305, 1609, 1831, 1911, 2058, 2220, 2270, 2638, 3188, 3214, 3312, 3430, 3448, 3582, 3586, 3627, 3835, 3924, 4180, 4187, 4206, 4271, 4501]",33
16,19.65823616800535,36.872517066096414,82.99435683555383,41.497178417776915,0.3884051031722451,"[3, 110, 420, 460, 508, 577, 987, 1095, 1119, 1157, 1227, 1241, 1257, 1307, 1381, 1587, 1600, 1716, 1790, 1927, 2124, 2140, 2161, 2300, 2333, 2422, 2475, 2960, 2974, 3108, 3134, 3156, 3500, 3702, 4334, 4363, 4438, 4626, 4665, 4711]",40
17,83.7944907498804,9.609840789396307,97.7636491762726,48.8818245881363,1.8746048065908063,"[363, 517, 530, 897, 1009, 1031, 1280, 1340, 1524, 1610, 1698, 1986, 2009, 2046, 2627, 2644, 2864, 3003, 3176, 3242, 3286, 3946, 4188, 4257, 4284, 4587, 4787, 4857, 4905, 4941, 4966]",31
18,97.67610881903371,60.4845519745046,75.23004004283865,37.615020021419326,0.1567511690172827,"[34, 182, 368, 428, 522, 561, 601, 748, 805, 832, 1165, 1311, 1334, 1440, 1549, 1559, 1561, 1853, 1950, 2449, 2543, 2735, 2999, 3047, 3058, 3546, 4343, 4446, 4588, 4694, 4760, 4821, 4856]",33
19,28.280696257640958,12.01965612131689,33.13331876460377,16.566659382301886,0.4749108758169762,"[24, 156, 180, 381, 543, 555, 740, 994, 1014, 1074, 1128, 1156, 1276, 1301, 1385, 1491, 1594, 1755, 1772, 1833, 2025, 2060, 2397, 2593, 2659, 2855, 3006, 3095, 3116, 3233, 3595, 3601, 3765, 3819, 3826, 3855, 4065, 4352, 4478, 4571, 4577, 4850, 4894]",43
20,31.798317939397602,41.426299451466996,11.094012153134514,5.547006076567257,2.7698884774800794,"[565, 1069, 1436, 1488, 1489, 1572, 1916, 2297, 2480, 2797, 2810, 3136, 3319, 3325, 3401, 3573, 3691, 3900, 4023, 4287, 4300, 4410, 4568]",23
21,56.660145420657514,26.53894909394454,54.708565079336466,27.354282539668233,0.3757620430337667,"[244, 349, 564, 918, 972, 1001, 1298, 1304, 1407, 1415, 1445, 1481, 1617, 1670, 1704, 1821, 1857, 2068, 2260, 2280, 2281, 2466, 2625, 2682, 2814, 2845, 2927, 3033, 3038, 3169, 3657, 3850, 3870, 3883, 3906, 3997, 4147, 4192, 4342, 4389, 4689, 4818, 4847, 4928, 4963]",45
22,57.59464955561793,92.92961975762141,35.264050482875746,17.632025241437873,2.6696415198547268,"[65, 99, 364, 401, 433, 485, 497, 545, 651, 672, 772, 874, 898, 925, 982, 1622, 1922, 1924, 2338, 2343, 2489, 2671, 2862, 3019, 3326, 3696, 3710, 3797, 3925, 3982, 4077, 4297, 4378, 4455, 4472, 4849, 4937, 4952, 4957]",39
23,13.179786240439217,71.63272041185655,32.4935788299841,16.24678941499205,0.7327654480284673,"[165, 186, 310, 461, 468, 715, 973, 1137, 1232, 1266, 1409, 1508, 1509, 1525, 1620, 1721, 1814, 1845, 1850, 2203, 2211, 2324, 2347, 2359, 2451, 2568, 2826, 2973, 3055, 3065, 3185, 3240, 3241, 3420, 3654, 3663, 3851, 3930, 3961, 4086, 4123, 4182, 4621, 4768, 4958, 4977]",46
24,58.65129348100832,2.0107546187493552,83.7493027756495,41.87465138782475,0.018781904770188262,"[66, 74, 220, 262, 328, 437, 729, 1112, 1164, 1427, 1608, 1614, 1868, 2001, 2100, 2131, 2151, 2181, 2267, 2425, 2875, 3053, 3379, 3666, 4031, 4165, 4203, 4484, 4655, 4737, 4751, 4786, 4841, 4869]",34
25,67.781653679623,27.000797319216485,74.84343210164651,37.42171605082326,3.848754180469753,"[17, 88, 141, 254, 404, 410, 411, 815, 1033, 1052, 1056, 1101, 1226, 1314, 1344, 1434, 1453, 1503, 1540, 1583, 1693, 1838, 1878, 1884, 2078, 2136, 2171, 2346, 2898, 2988, 3133, 3165, 3235, 3371, 3587, 3720, 3822, 3943, 4204, 4590, 4756, 4848, 4866, 4947]",44
